player_id,role_category,match_id,n_frames,distance_covered,minutes_played,distance_covered_per_90_minutes,n_tackles_won,n_tackles_lost,tackles_won_share,n_interceptions,n_passes,total_xp,total_xt,xp_per_pass,n_passes_successful,pass_completion_rate,total_raw_fault,total_valued_fault,total_valued_fault_responsibility,total_raw_fault_responsibility,total_relative_raw_fault_responsibility,total_relative_valued_fault_responsibility,n_passes_with_contribution_responsibility,total_raw_contribution,total_valued_contribution,total_valued_contribution_responsibility,total_raw_contribution_responsibility,total_relative_raw_contribution_responsibility,total_relative_valued_contribution_responsibility,n_passes_with_fault_responsibility,total_raw_involvement,n_passes_with_involvement,n_passes_with_fault,n_passes_with_contribution,total_raw_responsibility,total_valued_responsibility,total_relative_raw_responsibility,total_relative_valued_responsibility,n_passes_against,n_passes_with_responsibility,first_name,last_name,short_name,position_group,position,team_id,team_name,team_role,starting,captain,jersey_number,competition_name,competition_id,host,match_day,season_name,season_id,kickoff_time,event_vendor,tracking_vendor,match_title,home_team_name,home_team_id,guest_team_name,guest_team_id,result,country,stadium_id,stadium_name,precipitation,pitch_x,pitch_y,total_time_first_half,total_time_second_half,playing_time_first_half,playing_time_second_half,ds_parser_version,xg_tag,xg_sha1,xpass_tag,xpass_sha1,fps,match_string,slugified_match_string,Unnamed: 0,date,endPeriod1,endPeriod2,halfPeriod,homeTeamStartLeft,homeTeamStartLeftExtraTime,period1,period2,startPeriod1,startPeriod2,videoUrl,awayTeam.shortName,awayTeamKit.name,awayTeamKit.primaryColor,awayTeamKit.primaryTextColor,awayTeamKit.secondaryColor,awayTeamKit.secondaryTextColor,homeTeam.shortName,homeTeamKit.name,homeTeamKit.primaryColor,homeTeamKit.primaryTextColor,homeTeamKit.secondaryColor,homeTeamKit.secondaryTextColor,stadium.id,stadium.name,stadium.pitches,total_valued_involvement
11094,LCB-3,3812,1113,0,0.6189522856189523,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.025894857354395e-05,0.0574814066821654,0.3031794041741821,0.000370573153928061,1.0,0.5612261402499006,0.07726883488527136,0.006421059298122593,0.11500753092168621,0.9490486904250506,0.04357219764769496,5.0,0.5612261402499006,1.0,0.0,1.0,0.17248893760385162,0.00635080034954905,1.2522280945992326,0.043201624493766896,9.0,6.0,Cody,Gakpo,Cody Gakpo,0,AM,366,Netherlands,away,1.0,0.0,8.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",0.07726883488527136
11094,LDM,3812,1948,0,1.0833055277499721,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.824595810925534e-05,0.0065058469127517,0.01602117367796012,0.0002173128018852189,1.0,0.35961741122981805,0.0002117139623392185,0.002093865057510055,0.0648685584521268,0.20902771145098992,0.004987362850537379,3.0,0.35961741122981805,1.0,0.0,1.0,0.07137440536487849,0.0020056190994008,0.22504888512895005,0.00477005004865216,6.0,4.0,Cody,Gakpo,Cody Gakpo,0,AM,366,Netherlands,away,1.0,0.0,8.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",0.0002117139623392185
11094,LS,3812,4361,0,2.4252029807585362,0.0,0.0,0.0,0.0,0.0,1.0,0,0.04164361,0.0,1.0,1.0,2.3045644179911093,0.016155351965449625,0.0005197728752889166,0.0823975273902422,0.6015993655711218,0.0034833237188338965,6.0,1.4864184130597822,0.003577691587639313,0.0007910355782991263,0.2940758490265003,2.160404910002126,0.005540406276016265,11.0,3.7909828310508917,7.0,4.0,3.0,0.3764733764167425,0.0002712627030102097,2.762004275573248,0.0020570825571823684,20.0,17.0,Cody,Gakpo,Cody Gakpo,0,AM,366,Netherlands,away,1.0,0.0,8.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",-0.012577660377810312
11094,LWB,3812,269,0,0.14959403848292738,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cody,Gakpo,Cody Gakpo,0,AM,366,Netherlands,away,1.0,0.0,8.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",0.0
11094,RCB-3,3812,1036,0,0.5761316872427984,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018697412144619231,0.1864228690224928,0.31175517721840224,0.0031267703727743705,1.0,0.0,0.0,0.0,0.0,0.1864228690224928,0.0018697412144619231,0.31175517721840224,0.0031267703727743705,9.0,1.0,Cody,Gakpo,Cody Gakpo,0,AM,366,Netherlands,away,1.0,0.0,8.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",0.0
11094,RDM,3812,396,0,0.22022022022022023,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001669491243877788,0.0100682755319285,0.04870051684411639,0.0008075373601540847,1.0,0.0,0.0,0.0,0.0,0.0100682755319285,0.0001669491243877788,0.04870051684411639,0.0008075373601540847,2.0,1.0,Cody,Gakpo,Cody Gakpo,0,AM,366,Netherlands,away,1.0,0.0,8.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",0.0
11094,RS,3812,19887,0,11.059392726059393,0.0,2.0,0.0,0.0,0.0,2.0,0,-0.0157035200000001,0.0,2.0,1.0,3.167688691824184,0.027354349916282716,0.00470049446504876,0.4011165491934133,1.8887932366836455,0.016528564835195728,16.0,3.0024524339378535,0.041366891055244,0.010218167942825266,1.0185751087943573,6.683120355907272,0.06648504126948344,34.0,6.170141125762038,13.0,8.0,5.0,1.4196916579877705,0.005517673477776506,8.571913592590917,0.04995647643428772,61.0,50.0,Cody,Gakpo,Cody Gakpo,0,AM,366,Netherlands,away,1.0,0.0,8.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",0.014012541138961283
11094,RWB,3812,4028,0,2.240017795573351,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.01878432,0.0,1.0,1.0,0.056575062602217785,3.0998042550381144e-05,0.0,0.0,0.0,0.0,0.0,0.02184162836481307,7.783919516652083e-05,0.0003192762072524348,0.1005366027324169,0.44507552386646604,0.0015385876824363528,2.0,0.07841669096703086,2.0,1.0,1.0,0.1005366027324169,0.0003192762072524348,0.44507552386646604,0.0015385876824363528,3.0,2.0,Cody,Gakpo,Cody Gakpo,0,AM,366,Netherlands,away,1.0,0.0,8.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",4.6841152616139684e-05
11094,ZOM,3812,63986,0,35.58336113891669,0.0,0.0,2.0,0.0,1.0,3.0,0,0.02339356,0.0,2.0,0.6666666666666666,21.74147455882897,0.21835863297175787,0.06963280137171977,9.04648696368937,23.30567297621512,0.17934471299223437,106.0,11.883268850296203,0.14765096898650726,0.09350118068517296,7.706952926615824,23.048279059333126,0.24105040102058842,119.0,33.62474340912517,89.0,54.0,35.0,16.753439890305195,0.02386837931345319,46.35395203554825,0.06170568802835405,274.0,225.0,Cody,Gakpo,Cody Gakpo,0,AM,366,Netherlands,away,1.0,0.0,8.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",-0.07070766398525061
11241,GK,3812,184856,0,102.80057835613391,0.0,0.0,0.0,0.0,0.0,16.0,0,-0.0245421300000002,0.0,11.0,0.6875,0.0,0.0,0.011815526557296334,5.566983700479729,16.979716025251797,0.03388265506481688,39.0,3.110013904602999,0.10353126146641348,0.01052149068654865,5.153910382311844,18.683106947131336,0.04205547729787635,37.0,3.110013904602999,4.0,0.0,4.0,10.720894082791574,-0.0012940358707476847,35.66282297238313,0.00817282223305947,410.0,76.0,Andries,Noppert,Andries Noppert,0,GK,366,Netherlands,away,1.0,0.0,23.0,FIFA Men's World Cup,38,FIFA,1,2022,2022,0.0,pff_fc,pff_fc,0.0,Senegal,372,Netherlands,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97,FIFA Men's World Cup 2022: 1.ST Senegal - Netherlands,fifa-men-s-world-cup-2022-1-st-senegal-netherlands,0.0,2022-11-21T16:00:00,3003.737,6345.646,36.603,False,0.0,47.71215,55.0884333333,141.008,3040.34,https://epitome.pff.com/en/film_room/87f7e9ab-da77-4fab-affd-173bbe3ad2f9,NED,Home,#ff9933,#000000,#ff9933,#000000,SEN,Home,#ffffff,#009900,#009900,#ffff00,192.0,Al Thumama Stadium,"[{'endDate': None, 'id': '678', 'length': 105.0, 'startDate': '2021-01-01', 'width': 68.0}]",0.10353126146641348
